Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Bahamas,BHS,1995,9726845952,1839328,
Bahamas,BHS,1996,10137662464,1813680,
Bahamas,BHS,1997,10834701312,1608496,
Bahamas,BHS,1998,10346749952,1989552,
Bahamas,BHS,1999,11608797184,2033520,
Bahamas,BHS,2000,12090472448,2026192,
Bahamas,BHS,2001,12407867392,1945584,
Bahamas,BHS,2002,12743458816,2037184,
Bahamas,BHS,2003,12582315008,2070159.9,
Bahamas,BHS,2004,12693384192,2048176,
Bahamas,BHS,2005,13124357120,1905280,
Bahamas,BHS,2006,13454678016,1853984,
Bahamas,BHS,2007,13649331200,1872304,
Bahamas,BHS,2008,13332188160,1916272,
Bahamas,BHS,2009,12775461888,1949248,
Bahamas,BHS,2010,12971998208,1901616,
Bahamas,BHS,2011,13051566080,2114128,
Bahamas,BHS,2012,13454451712,2311984,
Bahamas,BHS,2013,12972261376,2704032,
Bahamas,BHS,2014,13269086208,2429232,
Bahamas,BHS,2015,13480029184,2136112,
Bahamas,BHS,2016,13492316160,1978560,
Bahamas,BHS,2017,13711567872,2095808,
Bahamas,BHS,2018,14090972160,2700368,
Bahamas,BHS,2019,14189956096,2535488,
Bahamas,BHS,2020,12130357248,2166673,
Bahamas,BHS,2021,,2386463,
Bahrain,BHR,1990,19143294976,12405777,11615511
Bahrain,BHR,1991,21293086720,11856551,11949801
Bahrain,BHR,1992,22717593600,10873574,11486035
Bahrain,BHR,1993,25641349120,14608586,14062020
Bahrain,BHR,1994,25577244672,14754455,14469748
Bahrain,BHR,1995,26582429696,14786477,14350548
Bahrain,BHR,1996,27674968064,15589977,14543931
Bahrain,BHR,1997,28530954240,17288858,14297550
Bahrain,BHR,1998,29897588736,18366356,16147000
Bahrain,BHR,1999,31183183872,17988736,9674277
Bahrain,BHR,2000,32835915776,18794084,11064698
Bahrain,BHR,2001,33653839872,14077837,9424213
Bahrain,BHR,2002,34780758016,15868013,10958376
Bahrain,BHR,2003,36970704896,16769491,8305011.5
Bahrain,BHR,2004,39551619072,17883504,7485963.5
Bahrain,BHR,2005,42228867072,19804052,7840620.5
Bahrain,BHR,2006,44959805440,19421150,7850992.5
Bahrain,BHR,2007,48688754688,26771124,11236514
Bahrain,BHR,2008,51729371136,29681318,13300198
Bahrain,BHR,2009,53043240960,28098070,16919594
Bahrain,BHR,2010,55342292992,29075436,18098110
Bahrain,BHR,2011,56440016896,28467646,12427152
Bahrain,BHR,2012,58544160768,27118986,12377345
Bahrain,BHR,2013,61715402752,31157652,12646099
Bahrain,BHR,2014,64400265216,30899726,14546957
Bahrain,BHR,2015,66000855040,32459648,18211096
Bahrain,BHR,2016,68349251584,31559510,17891968
Bahrain,BHR,2017,71282081792,32835194,19099130
Bahrain,BHR,2018,72805171200,32787140,19328802
Bahrain,BHR,2019,74364198912,37813684,20862312
Bahrain,BHR,2020,70582648832,37602748,21829636
Bahrain,BHR,2021,,39016090,
Bangladesh,BGD,1990,1.56587E+11,14081596,18264492
Bangladesh,BGD,1991,1.62045E+11,14741983,19351410
Bangladesh,BGD,1992,1.70864E+11,15379904,20677510
Bangladesh,BGD,1993,1.78914E+11,16062897,20982484
Bangladesh,BGD,1994,1.85874E+11,17538016,23190408
Bangladesh,BGD,1995,1.95394E+11,21041714,26355804
Bangladesh,BGD,1996,2.04231E+11,21492816,27193510
Bangladesh,BGD,1997,2.13401E+11,23125868,29063890
Bangladesh,BGD,1998,2.24449E+11,23197800,28960708
Bangladesh,BGD,1999,2.34931E+11,25074988,30151770
Bangladesh,BGD,2000,2.47366E+11,26524610,25572710
Bangladesh,BGD,2001,2.59926E+11,31034908,29403274
Bangladesh,BGD,2002,2.69889E+11,31981244,30718594
Bangladesh,BGD,2003,2.82681E+11,33459294,34310050
Bangladesh,BGD,2004,2.97492E+11,35945412,36730044
Bangladesh,BGD,2005,3.16936E+11,37676584,38643604
Bangladesh,BGD,2006,3.38081E+11,41689170,41456350
Bangladesh,BGD,2007,3.61945E+11,42642130,42180212
Bangladesh,BGD,2008,3.83712E+11,45300870,44551950
Bangladesh,BGD,2009,4.03071E+11,49148070,48518500
Bangladesh,BGD,2010,4.25529E+11,53991556,52698492
Bangladesh,BGD,2011,4.53037E+11,56556344,53780970
Bangladesh,BGD,2012,4.82581E+11,60707810,61192744
Bangladesh,BGD,2013,5.11602E+11,61798980,60643116
Bangladesh,BGD,2014,5.4261E+11,66009004,104519610
Bangladesh,BGD,2015,5.78166E+11,73157550,72555624
Bangladesh,BGD,2016,6.19293E+11,76193544,113003490
Bangladesh,BGD,2017,6.64404E+11,80731150,121181656
Bangladesh,BGD,2018,7.16651E+11,82493720,127553260
Bangladesh,BGD,2019,7.75077E+11,91657420,137485500
Bangladesh,BGD,2020,8.02276E+11,90825304,135094080
Bangladesh,BGD,2021,,93175944,
Barbados,BRB,1990,3648937216,1070082,
Barbados,BRB,1991,3506632192,1201999,
Barbados,BRB,1992,3307016448,973443,
Barbados,BRB,1993,3333243392,1100542,
Barbados,BRB,1994,3400267520,738502,
Barbados,BRB,1995,3468748800,806635,
Barbados,BRB,1996,3606682880,822512,
Barbados,BRB,1997,3777643264,888236,
Barbados,BRB,1998,3918491392,1099459,
Barbados,BRB,1999,3931604992,1162451,
Barbados,BRB,2000,4106450688,1151592,
Barbados,BRB,2001,4009314304,1186226,
Barbados,BRB,2002,4040883712,1199568,
Barbados,BRB,2003,4128792320,1245266,
Barbados,BRB,2004,4187074304,1269520,
Barbados,BRB,2005,4352692224,1319152,
Barbados,BRB,2006,4609618432,1342800,
Barbados,BRB,2007,4711126528,1362784,
Barbados,BRB,2008,4744152576,1612264,
Barbados,BRB,2009,4503254016,1597148,
Barbados,BRB,2010,4400289280,1464008,
Barbados,BRB,2011,4370662400,1516527,
Barbados,BRB,2012,4350749184,1459119,
Barbados,BRB,2013,4289553408,1437240,
Barbados,BRB,2014,4284210944,1301672,
Barbados,BRB,2015,4389118464,1305336,
Barbados,BRB,2016,4497911296,1323656,
Barbados,BRB,2017,4519281664,1206408,
Barbados,BRB,2018,4493054464,1286847,
Barbados,BRB,2019,4488735232,1177096,
Barbados,BRB,2020,3636795136,1021585.94,
Barbados,BRB,2021,,1125301,
Belarus,BLR,1990,90636009472,108345060,61319160
Belarus,BLR,1991,89548382208,104071656,66655250
Belarus,BLR,1992,80951738368,93482970,44974496
Belarus,BLR,1993,74799398912,80561816,37889824
Belarus,BLR,1994,66047868928,67879400,29979216
Belarus,BLR,1995,59178889216,60905644,34709300
Belarus,BLR,1996,60835901440,61734784,47896356
Belarus,BLR,1997,67771199488,61588412,45003520
Belarus,BLR,1998,73463971840,60073450,71127280
Belarus,BLR,1999,75961745408,57965508,67772536
Belarus,BLR,2000,80367534080,54905984,41969696
Belarus,BLR,2001,84165140480,54002980,39183104
Belarus,BLR,2002,88411504640,53844144,39159776
Belarus,BLR,2003,94638489600,55087984,40600476
Belarus,BLR,2004,1.05474E+11,58253532,41771236
Belarus,BLR,2005,1.15389E+11,59310284,43000900
Belarus,BLR,2006,1.26928E+11,61743588,46889456
Belarus,BLR,2007,1.37844E+11,60218140,49339732
Belarus,BLR,2008,1.51904E+11,62836410,52090036
Belarus,BLR,2009,1.52207E+11,60577744,56400172
Belarus,BLR,2010,1.64077E+11,62445120,61695484
Belarus,BLR,2011,1.72902E+11,61307590,51055492
Belarus,BLR,2012,1.75819E+11,62545264,63586170
Belarus,BLR,2013,1.77584E+11,64125556,66333028
Belarus,BLR,2014,1.80649E+11,63648870,62972850
Belarus,BLR,2015,1.73731E+11,58798910,60021900
Belarus,BLR,2016,1.69342E+11,58134484,58705416
Belarus,BLR,2017,1.7363E+11,59262284,59758990
Belarus,BLR,2018,1.79098E+11,62094330,63328750
Belarus,BLR,2019,1.81605E+11,62039492,62931056
Belarus,BLR,2020,1.79971E+11,58592040,57684080
Belarus,BLR,2021,,59602456,
Belgium,BEL,1990,3.53911E+11,120292640,154798530
Belgium,BEL,1991,3.60398E+11,123362370,155623760
Belgium,BEL,1992,3.65915E+11,122488060,172420020
Belgium,BEL,1993,3.62395E+11,121422696,162854610
Belgium,BEL,1994,3.7409E+11,124795260,161975970
Belgium,BEL,1995,3.83011E+11,125933060,166317200
Belgium,BEL,1996,3.88072E+11,129474980,164586700
Belgium,BEL,1997,4.02794E+11,123983500,169441390
Belgium,BEL,1998,4.10696E+11,130212380,179717230
Belgium,BEL,1999,4.25246E+11,124704140,185296050
Belgium,BEL,2000,4.41051E+11,126719540,189489070
Belgium,BEL,2001,4.45901E+11,126063800,188562370
Belgium,BEL,2002,4.53512E+11,126860504,193434140
Belgium,BEL,2003,4.58219E+11,128245630,206277020
Belgium,BEL,2004,4.74583E+11,128778890,218558110
Belgium,BEL,2005,4.85602E+11,125636390,226084980
Belgium,BEL,2006,4.97996E+11,123880440,225748000
Belgium,BEL,2007,5.16307E+11,120477010,235402320
Belgium,BEL,2008,5.18615E+11,120175600,234525220
Belgium,BEL,2009,5.08135E+11,107732350,200654690
Belgium,BEL,2010,5.22689E+11,114557864,215996770
Belgium,BEL,2011,5.31546E+11,105020120,219693140
Belgium,BEL,2012,5.35475E+11,102355640,209838460
Belgium,BEL,2013,5.37935E+11,102666430,210481090
Belgium,BEL,2014,5.46426E+11,96887000,212723090
Belgium,BEL,2015,5.57581E+11,101061720,208622450
Belgium,BEL,2016,5.64644E+11,99601624,208252880
Belgium,BEL,2017,5.73789E+11,99126280,200847540
Belgium,BEL,2018,5.84227E+11,99873630,208053840
Belgium,BEL,2019,5.96785E+11,99432616,200621700
Belgium,BEL,2020,5.63009E+11,90368010,177959200
Belgium,BEL,2021,,95722280,
Belize,BLZ,1990,910570048,311440,
Belize,BLZ,1991,1014958144,406704,
Belize,BLZ,1992,1137345152,355408,
Belize,BLZ,1993,1208722432,377392,
Belize,BLZ,1994,1210637312,373728,
Belize,BLZ,1995,1218439680,377392,
Belize,BLZ,1996,1235852544,307776,
Belize,BLZ,1997,1279659264,388384,
Belize,BLZ,1998,1327525120,370064,
Belize,BLZ,1999,1444066560,348080,
Belize,BLZ,2000,1632077952,395712,
Belize,BLZ,2001,1708485888,447008,
Belize,BLZ,2002,1789338368,432352,
Belize,BLZ,2003,1956348288,432352,
Belize,BLZ,2004,2050056192,392048,
Belize,BLZ,2005,2089845888,421360,
Belize,BLZ,2006,2190690816,443344,
Belize,BLZ,2007,2201885696,476320,
Belize,BLZ,2008,2278727168,436016,
Belize,BLZ,2009,2283682560,516623.97,
Belize,BLZ,2010,2352273664,538608,
Belize,BLZ,2011,2397396224,553264,
Belize,BLZ,2012,2455455488,450672,
Belize,BLZ,2013,2487230976,439680,
Belize,BLZ,2014,2587657984,468992,
Belize,BLZ,2015,2655916800,641200,
Belize,BLZ,2016,2655034112,622880,
Belize,BLZ,2017,2703187968,615552,
Belize,BLZ,2018,2781744384,604560,
Belize,BLZ,2019,2830780928,707152,
Belize,BLZ,2020,2434173440,614674,
Belize,BLZ,2021,,689321,
Benin,BEN,1990,10829251584,579346,930719.1
Benin,BEN,1991,11286874112,619650,988088.8
Benin,BEN,1992,11620707328,670946,1037780.4
Benin,BEN,1993,12298911744,807422,1158949.9
Benin,BEN,1994,12547399680,911527,1338484.6
Benin,BEN,1995,13305914368,956267,1428897.2
Benin,BEN,1996,13881299968,1183806,1698272.9
Benin,BEN,1997,14677349376,1223975,1900992.5
Benin,BEN,1998,15258721280,1113856,2003568.5
Benin,BEN,1999,16073757696,1461936,2034933
Benin,BEN,2000,17015312384,1472928,2412905.2
Benin,BEN,2001,17922762752,1689104,3067678.5
Benin,BEN,2002,18754922496,2110055,3328428
Benin,BEN,2003,19400761344,2393998,3764477.5
Benin,BEN,2004,20260155392,2593600,3522435
Benin,BEN,2005,20607244288,2489730,3748374.8
Benin,BEN,2006,21419939840,3351106,5726581.5
Benin,BEN,2007,22702213120,3930960,6366504.5
Benin,BEN,2008,23813842944,3918994,7559156
Benin,BEN,2009,24366155776,4224517,6494565.5
Benin,BEN,2010,24881272832,4679390,7227750
Benin,BEN,2011,25618692096,4479719,9023926
Benin,BEN,2012,26851264512,4402539,7317871.5
Benin,BEN,2013,28782256128,4565975,7920691.5
Benin,BEN,2014,30612140032,4796000,7693146
Benin,BEN,2015,31156469760,5328876,7845284.5
Benin,BEN,2016,32196993024,6494014,7670726
Benin,BEN,2017,34023063552,6804151,7690577
Benin,BEN,2018,36301676544,7434497,7910568.5
Benin,BEN,2019,38794035200,7144053,7482893.5
Benin,BEN,2020,40287137792,7263804,8269011
Benin,BEN,2021,,7755815,
Bermuda,BMU,1990,3913226496,501968.03,
Bermuda,BMU,1991,3774917888,538608,
Bermuda,BMU,1992,3772663040,461664,
Bermuda,BMU,1993,3886166016,538608,
Bermuda,BMU,1994,3909467904,531280,
Bermuda,BMU,1995,4081451264,531280,
Bermuda,BMU,1996,4187588352,527616,
Bermuda,BMU,1997,4380217344,523952,
Bermuda,BMU,1998,4551046144,520288,
Bermuda,BMU,1999,4704991744,512960.03,
Bermuda,BMU,2000,5143363072,516623.97,
Bermuda,BMU,2001,5514839552,527616,
Bermuda,BMU,2002,5433341440,556928,
Bermuda,BMU,2003,5618656768,560592,
Bermuda,BMU,2004,5749081088,582576,
Bermuda,BMU,2005,5845332480,582576,
Bermuda,BMU,2006,6169390080,652192,
Bermuda,BMU,2007,6375764480,729136,
Bermuda,BMU,2008,6256795648,648528,
Bermuda,BMU,2009,5904744448,476320,
Bermuda,BMU,2010,5756956160,608224,
Bermuda,BMU,2011,5541488128,443344,
Bermuda,BMU,2012,5247495680,366400,
Bermuda,BMU,2013,5232817664,534944,
Bermuda,BMU,2014,5039147520,670512,
Bermuda,BMU,2015,5078227968,538608,
Bermuda,BMU,2016,5044853248,619216,
Bermuda,BMU,2017,5227044352,630208,
Bermuda,BMU,2018,5204421632,703488,
Bermuda,BMU,2019,5228356096,582576,
Bermuda,BMU,2020,4896665088,497405,
Bermuda,BMU,2021,,547960,
Bhutan,BTN,1990,1529010304,128240.01,
Bhutan,BTN,1991,1522773888,175451,
Bhutan,BTN,1992,1592835072,204711,
Bhutan,BTN,1993,1624474624,172098,
Bhutan,BTN,1994,1704910464,201584,
Bhutan,BTN,1995,1825517824,236263,
Bhutan,BTN,1996,1927111040,283672,
Bhutan,BTN,1997,2030670976,375423,
Bhutan,BTN,1998,2150765312,368354,
Bhutan,BTN,1999,2322481920,371951,
Bhutan,BTN,2000,2400402688,382875,
Bhutan,BTN,2001,2600811264,369013,
Bhutan,BTN,2002,2886699776,401008,
Bhutan,BTN,2003,3112535040,360428,
Bhutan,BTN,2004,3299559424,290832,
Bhutan,BTN,2005,3540006400,378475,
Bhutan,BTN,2006,3787797504,374387,
Bhutan,BTN,2007,4483269632,373389,
Bhutan,BTN,2008,4698442240,401482,
Bhutan,BTN,2009,5015508992,369152,
Bhutan,BTN,2010,5614656512,464723,
Bhutan,BTN,2011,6062853120,667430,
Bhutan,BTN,2012,6373173760,772722,
Bhutan,BTN,2013,6508283392,852780,
Bhutan,BTN,2014,6884234240,948481,
Bhutan,BTN,2015,7341500928,965039,
Bhutan,BTN,2016,7938147328,1152628,
Bhutan,BTN,2017,8307417088,1239223,
Bhutan,BTN,2018,8561219072,1349379,
Bhutan,BTN,2019,9053931520,1447063,
Bhutan,BTN,2020,8141626880,1499693,
Bhutan,BTN,2021,,1522086,
Bolivia,BOL,1990,31491964928,10006868,9118884
Bolivia,BOL,1991,33150496768,10495215,9613431
Bolivia,BOL,1992,33696319488,11014244,10287114
Bolivia,BOL,1993,35134914560,11550309,10793819
Bolivia,BOL,1994,36774756352,12584115,11417887
Bolivia,BOL,1995,38495178752,12427305,11269457
Bolivia,BOL,1996,40174084096,12614022,11523055
Bolivia,BOL,1997,42164391936,10829632,10717762
Bolivia,BOL,1998,44284989440,10926370,11056087
Bolivia,BOL,1999,44474036224,10483397,11080105
Bolivia,BOL,2000,45589360640,8468518,8780269
Bolivia,BOL,2001,46356996096,8171191,8443678
Bolivia,BOL,2002,47509229568,8277643,9064339
Bolivia,BOL,2003,48797364224,9951619,9467214
Bolivia,BOL,2004,50833821696,10020457,9272803
Bolivia,BOL,2005,53081407488,11164986,9995670
Bolivia,BOL,2006,55627726848,11562565,10404432
Bolivia,BOL,2007,58166788096,12695516,11466812
Bolivia,BOL,2008,61743173632,13583000,12571942
Bolivia,BOL,2009,63815892992,14258376,13162699
Bolivia,BOL,2010,66449395712,15499395,13612110
Bolivia,BOL,2011,69907480576,17076550,15290219
Bolivia,BOL,2012,73488334848,17765914,16410064
Bolivia,BOL,2013,78482612224,18989126,18047152
Bolivia,BOL,2014,82768207872,20675652,20214342
Bolivia,BOL,2015,86788415488,21242198,21492080
Bolivia,BOL,2016,90489004032,22682924,22890588
Bolivia,BOL,2017,94285209600,23479308,23628796
Bolivia,BOL,2018,98267463680,23798964,23713206
Bolivia,BOL,2019,1.00446E+11,23239274,23403072
Bolivia,BOL,2020,91576909824,21067598,21862968
Bolivia,BOL,2021,,23321668,
Bonaire Sint Eustatius and Saba,BES,1990,,69060,
Bonaire Sint Eustatius and Saba,BES,1991,,55108,
Bonaire Sint Eustatius and Saba,BES,1992,,45402,
Bonaire Sint Eustatius and Saba,BES,1993,,70087,
Bonaire Sint Eustatius and Saba,BES,1994,,67194,
Bonaire Sint Eustatius and Saba,BES,1995,,66494,
Bonaire Sint Eustatius and Saba,BES,1996,,62201,
Bonaire Sint Eustatius and Saba,BES,1997,,65094,
Bonaire Sint Eustatius and Saba,BES,1998,,3593,
Bonaire Sint Eustatius and Saba,BES,1999,,26924,
Bonaire Sint Eustatius and Saba,BES,2000,,71440,
Bonaire Sint Eustatius and Saba,BES,2001,,72746,
Bonaire Sint Eustatius and Saba,BES,2002,,70133,
Bonaire Sint Eustatius and Saba,BES,2003,,70180,
Bonaire Sint Eustatius and Saba,BES,2004,,73633,
Bonaire Sint Eustatius and Saba,BES,2005,,72980,
Bonaire Sint Eustatius and Saba,BES,2006,,76059,
Bonaire Sint Eustatius and Saba,BES,2007,,85625,
Bonaire Sint Eustatius and Saba,BES,2008,,82359,
Bonaire Sint Eustatius and Saba,BES,2009,,84272,
Bonaire Sint Eustatius and Saba,BES,2010,,58048,
Bonaire Sint Eustatius and Saba,BES,2011,,74053,
Bonaire Sint Eustatius and Saba,BES,2012,,84272,
Bonaire Sint Eustatius and Saba,BES,2013,,84272,
Bonaire Sint Eustatius and Saba,BES,2014,,84272,
Bonaire Sint Eustatius and Saba,BES,2015,,95264,
Bonaire Sint Eustatius and Saba,BES,2016,,102592,
Bonaire Sint Eustatius and Saba,BES,2017,,102592,
Bonaire Sint Eustatius and Saba,BES,2018,,98928,
Bonaire Sint Eustatius and Saba,BES,2019,,109920,
Bonaire Sint Eustatius and Saba,BES,2020,,93850,
Bonaire Sint Eustatius and Saba,BES,2021,,103389,
Bosnia and Herzegovina,BIH,1990,,19412494,
Bosnia and Herzegovina,BIH,1991,,13734281,
Bosnia and Herzegovina,BIH,1992,,15028713,
Bosnia and Herzegovina,BIH,1993,,12580576,
Bosnia and Herzegovina,BIH,1994,6508746752,3204952,
Bosnia and Herzegovina,BIH,1995,7862565888,3402028,
Bosnia and Herzegovina,BIH,1996,14856921088,4239503,
Bosnia and Herzegovina,BIH,1997,19966152704,8365764.5,
Bosnia and Herzegovina,BIH,1998,23080871936,10550597,
Bosnia and Herzegovina,BIH,1999,25296635904,10333251,
Bosnia and Herzegovina,BIH,2000,28525869056,13702201,
Bosnia and Herzegovina,BIH,2001,29217140736,13262811,
Bosnia and Herzegovina,BIH,2002,30686015488,14172601,
Bosnia and Herzegovina,BIH,2003,31872686080,14358120,
Bosnia and Herzegovina,BIH,2004,33888718848,15462454,
Bosnia and Herzegovina,BIH,2005,35209420800,16045984,
Bosnia and Herzegovina,BIH,2006,37115662336,17386820,
Bosnia and Herzegovina,BIH,2007,39289573376,17474332,
Bosnia and Herzegovina,BIH,2008,41428430848,19958648,
Bosnia and Herzegovina,BIH,2009,40183734272,20537094,
Bosnia and Herzegovina,BIH,2010,40531591168,21145704,
Bosnia and Herzegovina,BIH,2011,40920494080,23761290,
Bosnia and Herzegovina,BIH,2012,40584196096,22134174,
Bosnia and Herzegovina,BIH,2013,41537867776,21801048,
Bosnia and Herzegovina,BIH,2014,42017153024,19311786,
Bosnia and Herzegovina,BIH,2015,43315130368,18460492,
Bosnia and Herzegovina,BIH,2016,44679475200,21730408,
Bosnia and Herzegovina,BIH,2017,46096453632,22156174,
Bosnia and Herzegovina,BIH,2018,47820492800,22075036,
Bosnia and Herzegovina,BIH,2019,49174294528,20810378,
Bosnia and Herzegovina,BIH,2020,47602216960,20932950,
Bosnia and Herzegovina,BIH,2021,,13566311,
Botswana,BWA,1990,10849591296,2700368,2700368
Botswana,BWA,1991,11658830848,2634416,2634416
Botswana,BWA,1992,11998926848,2777312,2777312
Botswana,BWA,1993,12228839424,3195008,3195008
Botswana,BWA,1994,12672491520,3030128,3030128
Botswana,BWA,1995,13563419648,3044784,3044784
Botswana,BWA,1996,14354139136,2755328,2755328
Botswana,BWA,1997,15549249536,2799296,2799296
Botswana,BWA,1998,15618235392,3341568,3341568
Botswana,BWA,1999,17128088576,3158368,3158368
Botswana,BWA,2000,17468542976,3777584,3293807.5
Botswana,BWA,2001,17512314880,3847200,3189542.2
Botswana,BWA,2002,18575228928,3975440,4429145
Botswana,BWA,2003,19434500096,3825216,2607048.5
Botswana,BWA,2004,19960363008,3894832,2658206.5
Botswana,BWA,2005,20869885952,4092688,2635936
Botswana,BWA,2006,22615416832,4132991.8,2303267.2
Botswana,BWA,2007,24487241728,4228256,2878470.2
Botswana,BWA,2008,26016575488,4503056,3338260
Botswana,BWA,2009,24025706496,3855444,3916109.2
Botswana,BWA,2010,26083180544,4537275,10621049
Botswana,BWA,2011,27660785664,4028802,13223914
Botswana,BWA,2012,28893388800,5076711,12497226
Botswana,BWA,2013,32170881024,5663055,12556519
Botswana,BWA,2014,33505734656,6850164,14268262
Botswana,BWA,2015,31589984256,5421209,13486292
Botswana,BWA,2016,33812938752,6348201,13974117
Botswana,BWA,2017,35166621696,7077332,11923364
Botswana,BWA,2018,36566392832,7504259,12185994
Botswana,BWA,2019,37660729344,6782064,12393498
Botswana,BWA,2020,34462244864,6258589,11973662
Botswana,BWA,2021,,6499919,
Brazil,BRA,1990,1.56762E+12,218658000,245597440
Brazil,BRA,1991,1.58381E+12,229394000,252133580
Brazil,BRA,1992,1.57519E+12,233601000,254119920
Brazil,BRA,1993,1.65276E+12,244306000,262846990
Brazil,BRA,1994,1.7495E+12,254002000,275506940
Brazil,BRA,1995,1.82339E+12,268678000,297833000
Brazil,BRA,1996,1.86367E+12,289311000,321971420
Brazil,BRA,1997,1.92694E+12,306949000,342337900
Brazil,BRA,1998,1.93345E+12,317359000,349000030
Brazil,BRA,1999,1.9425E+12,327256000,332474200
Brazil,BRA,2000,2.02773E+12,340183000,348809280
Brazil,BRA,2001,2.05592E+12,346165980,341802720
Brazil,BRA,2002,2.11869E+12,347765020,330645380
Brazil,BRA,2003,2.14286E+12,344645000,323706080
Brazil,BRA,2004,2.26629E+12,361434000,336200400
Brazil,BRA,2005,2.33886E+12,364371000,349541950
Brazil,BRA,2006,2.43153E+12,368871000,359360000
Brazil,BRA,2007,2.57912E+12,390573000,393650850
Brazil,BRA,2008,2.7105E+12,412638000,443944800
Brazil,BRA,2009,2.70709E+12,389775000,414113920
Brazil,BRA,2010,2.91089E+12,440269020,486342660
Brazil,BRA,2011,3.02658E+12,462580000,520456800
Brazil,BRA,2012,3.08473E+12,498309000,554929100
Brazil,BRA,2013,3.17742E+12,532418020,592361540
